,书名,价格,作者,出版日期,出版社,评分,评论内容,评论数,链接
87,NULL,32,"[日] 川端康成 , 叶渭渠、唐月梅 ", 2013-9-15 , 南海出版公司 ,8.0,史上最美诺贝尔文学奖作品，教育部推荐大学生必读书目大师经典名作，全新精装收藏版像《百年孤独》一样，《雪国》影响了余华、莫言、贾平凹等几代中国作家川端康...,16407,https://book.douban.com/subject/24736899/
88,茶花女,9,"小仲马 , 王振孙 ", 1997-3 , 外国文学出版社 ,8.2,《茶花女》为我们塑造了一些生动、鲜明的艺术形象，而其中最突出、最令人难忘的自然是女主人公茶花女玛格丽特。读者们切莫把玛格丽特和阿尔丰西娜·普莱西小姐混为一谈...,75762,https://book.douban.com/subject/1013380/
89,NULL,62,"[意] 埃莱娜·费兰特 , 陈英 ", 2017-10 , 人民文学出版社 ,8.7,两个女人 50年的友谊和战争那不勒斯四部曲NO.3全球畅销近千万册 被翻译成40多种语言“我希望她在场，这是我写作的目的。”《我的天才女友》《新名字...,16001,https://book.douban.com/subject/27104959/
90,苏菲的世界,26,"（挪威）乔斯坦·贾德 , 萧宝森 ", 1999-04 , 作家出版社 ,8.5,《苏菲的世界》是讲14岁的少女苏菲某天放学回家，发现了神秘的一封信。—你是谁？—世界从哪里来？就这样，在某个神秘导师的指引下，苏菲开始思索，从古希腊到康德、...,83590,https://book.douban.com/subject/1045818/
91,NULL,36,"[日] 村上春树 , 施小炜 ", 2010-5 , 南海出版公司 ,8.3,1Q84简体中文版官方网站：http://www.douban.com/minisite/1q84/“不管喜欢还是不喜欢，目前我已经置身于这‘1Q84年’...,95702,https://book.douban.com/subject/4742918/
92,海底两万里,19,"[法国] 儒尔·凡尔纳 , 沈国华、钱培鑫、曹德明 ", 2002-9 , 译林出版社 ,8.4,本书是法国举世闻名的科幻小说作家儒尔·凡尔纳的代表作之一。作者让读者登上“鹦鹉螺号”，以平均十二公里的时速，在将近十个月的海底旅行中，随着尼摩船长和他的“...,41785,https://book.douban.com/subject/1085470/
93,NULL,39,陈忠实 , 2012-9 , 人民文学出版社 ,9.1,在从清末民初到建国之初的半个世纪里，一阵阵狂风掠过了白鹿原上空，而每一次的变动都震荡着它的内在结构：打乱了再恢复，恢复了再打乱，细腻地反映出白姓和鹿姓两大家...,21777,https://book.douban.com/subject/10564071/
94,月亮和六便士,15,"[英] 毛姆 , 傅惟慈 ", 2006-8 , 上海译文出版社 ,9.0,一个英国证券交易所的经纪人，本已有牢靠的职业和地位、美满的家庭，但却迷恋上绘画，像“被魔鬼附了体”，突然弃家出走，到巴黎去追求绘画的理想。他的行径没有人能够...,97011,https://book.douban.com/subject/1858513/
95,羊脂球,13,"（法）莫泊桑 , 柳鸣九 ", 2007-6 , 北京燕山出版社 ,8.1,莫泊桑短篇小说的代表作。写普法战争时，法国的一群贵族、政客、商人、修女等高贵者，和一个叫作羊脂球的妓女，同乘一辆马车逃离普军占区，在一关卡受阻。普鲁士军官要...,63395,https://book.douban.com/subject/1205370/
96,斯通纳,49,"[美] 约翰·威廉斯 , 杨向荣 ", 2016-1 , 上海人民出版社 ,8.8,《斯通纳》讲述了生命中最重要的部分：爱，认同，怜悯，志业，傲骨，信任与死亡。一个勇者有过的失败不失意的人生：即使不能拥有完美的生活，所幸追求过完整的自我。...,22791,https://book.douban.com/subject/26425831/
97,肖申克的救赎,29,"[美] 斯蒂芬·金 , 施寄青、赵永芬、齐若兰 ", 2006-7 , 人民文学出版社 ,9.1,这本书收入斯蒂芬·金的四部中篇小说，是他作品中的杰出代表作。其英文版一经推出，即登上《纽约时报》畅销书排行榜的冠军之位，当年在美国狂销二十八万册。目前，这本...,56757,https://book.douban.com/subject/1829226/
98,浮生六记,32,"沈复 , 张佳玮 ", 2015-8 , 天津人民出版社 ,8.1,并不能用有趣、精致、伤感简单概括这本小书。之所以入得经典行列，约是手边有此一册，便真如有一妙友相伴。本次出版选开明书店民国本为底本，考以《雁来红丛报》本、...,17167,https://book.douban.com/subject/26610864/
99,海边的卡夫卡,25,"[日] 村上春树 , 林少华 ", 2003-4 , 上海译文出版社 ,8.1,小说的主人公是一位自称名叫田村卡夫卡——作者始终未交代其真名——的少年。他在十五岁生日前夜独自离家出走，乘坐夜行长途巴士远赴四国。出走的原因是为了逃避父亲所...,75816,https://book.douban.com/subject/1059419/
100,尘埃落定,22,阿来 , 1998-3-1 , 人民文学出版社 ,8.4,一个声势显赫的康巴藏族土司，在酒后和汉族太太生了一个傻瓜儿子。这个人人都认定的傻子与现实生活格格不入，却有着超时代的预感和举止，成为土司制度兴衰的见证人。小...,39786,https://book.douban.com/subject/1080309/
101,观看王维的十九种方式,38,"[美国] 艾略特.温伯格 , 光哲 ", 2019-2-25 , 纸上造物｜商务印书馆 ,8.6,◆编辑推荐有关汉语诗歌翻译的经典之作。当今昔皆为汉语的一首诗，变成一首英语诗、一首西语诗、一首法语诗，其中又有着怎样的发生呢？伟大的诗歌正是在不断的变...,267,https://book.douban.com/subject/30422566/
102,基督山伯爵,43,"大仲马 , 周克希、韩沪麟 ", 1991-12-1 , 上海译文出版社 ,9.0,小说以法国波旁王朝和七月王朝两大时期为背景，描写了一个报恩复仇的故事。法老号大副唐泰斯受船长的临终嘱托，为拿破仑送了一封信，受到两个对他嫉妒的小人的陷害，被...,71305,https://book.douban.com/subject/1085860/
103,爱你就像爱生命,18,王小波、李银河 , 2008-5 , 上海锦绣文章出版社 ,8.8,王小波书信均选自朝华出版社2004年4月第一版《爱你就像爱生命》，此书系王小波生前从未发表过的与李银河的“两地书”，也是迄今他们夫妇最完整和独立的一本书信集...,56458,https://book.douban.com/subject/3071717/
104,达·芬奇密码,28,"[美] 丹·布朗 , 朱振武、吴晟、周元晓 ", 2004-2 , 上海人民出版社 ,8.2,哈佛大学的符号学专家罗伯特·兰登在法国巴黎出差期间的一个午夜接到一个紧急电话，得知卢浮宫博物馆年迈的馆长被人杀害在卢浮宫的博物馆里，人们在他的尸体旁边发现了...,165653,https://book.douban.com/subject/1040771/
105,安徒生童话故事集,25,"（丹麦）安徒生 , 叶君健 ", 1997-08 , 人民文学出版社 ,9.2,NULL,52365,https://book.douban.com/subject/1046209/
106,动物农场,10,"[英] 乔治·奥威尔 , 荣如德 ", 2007-3 , 上海译文出版社 ,9.2,《动物农场》是奥威尔最优秀的作品之一，是一则入木三分的反乌托的政治讽喻寓言。农场的一群动物成功地进行了一场“革命”，将压榨他们的人类东家赶出农场，建立起一...,54514,https://book.douban.com/subject/2035179/
107,六里庄遗事,78,东东枪 , 2019-2 , 上海三联书店 ,8.4,六里庄，是唐时国都长安以东六里许的普通村庄。《六里庄遗事》凡十二卷，包括近600则片断文字，大多是对六里庄内人物及相关人等事迹的钩沉杂忆。本书是作者东东枪酝...,854,https://book.douban.com/subject/30446684/
108,NULL,129,"[英] 肯·福莱特 , 于大卫 ", 2016-5-1 , 江苏凤凰文艺出版社 ,8.9,在第一次世界大战的硝烟中，每一个迈向死亡的生命都在热烈地生长——威尔士的矿工少年、刚失恋的美国法律系大学生、穷困潦倒的俄国兄弟、富有英俊的英格兰伯爵，以及痴...,51201,https://book.douban.com/subject/26698660/
109,许三观卖血记,24,余华 , 2012-9 , 作家出版社 ,8.9,《许三观卖血记》是余华1995年创作的一部长篇小说。《许三观卖血记》以博大的温情描绘了磨难中的人生，以激烈的故事形式表达了人在面对厄运时求生的欲望。小说讲述...,27789,https://book.douban.com/subject/4760224/
110,活着,12,余华 , 1998-5 , 南海出版公司 ,9.1,地主少爷福贵嗜赌成性，终于赌光了家业一贫如洗，穷困之中的福贵因为母亲生病前去求医，没想到半路上被国民党部队抓了壮丁，后被解放军所俘虏，回到家乡他才知道母亲已...,183165,https://book.douban.com/subject/1082154/
111,一个人生活,45,"(日) 谷川俊太郎 , 高伟健 ", 2019-3 , 湖南文艺出版社 ,7.6,《一个人生活》是日本著名诗人谷川俊太郎年近古稀时的作品，在这期间他经历了父亲去世，孙子出生，好友离别，也开始了一个人的生活。一个人生活并非完全地独处，而是更...,419,https://book.douban.com/subject/30376420/
112,哈利·波特与魔法石,19,"[英] J. K. 罗琳 , 苏农 ", 2000-9 , 人民文学出版社 ,9.0,一岁的哈利・波特失去父母后，神秘地出现在姨父姨妈家的门前。哈利在姨父家饱受欺凌，度过十年极其痛苦的日子。姨父和姨妈好似凶神恶煞，他们那混世魔王儿子达力――一...,124857,https://book.douban.com/subject/1041007/
113,NULL,68,"罗伯特·麦基 , 周铁东 ", 2014-9-1 , 天津人民出版社 ,9.2,自1997年初版以来，《故事》一直是全世界编剧的第一必读经典，至今，仍属于美国亚马逊最畅销图书中的Top 1%。集结了罗伯特•麦基30年的授课经验，本书在对...,6349,https://book.douban.com/subject/25976544/
114,写作的禅机,38,"[美] 雷·布拉德伯里 , 巨超 ", 2019-2 , 后浪丨江西人民出版社 ,8.1,文学大师创作心法首度披露不可不读的经典写作指南◎ 编辑推荐☆《写作的禅机》被《作家》杂志（The Writer）选入“十大最佳写作指导书”，出版二十余...,236,https://book.douban.com/subject/30389970/
115,亲爱的安德烈,26,龙应台、[德] 安德烈 , 2008-12 , 人民文学出版社 ,8.7,安德烈十四岁的时候，龙应台离开欧洲，返回台湾，就任台北市首任文化局长。等她卸任回到儿子身边，安德烈已是一个一百八十四公分高的十八岁的小伙子，坐在桌子另一边，...,75832,https://book.douban.com/subject/3369793/
116,整个巴黎属于我,59,"[美]莱斯利·M.M.布鲁姆 , 袁子奇 ", 2019-1 , 中信出版集团 ,8.4,【海明威诞辰120周年 重磅纪念】显微镜视角，细看野生天才的黄金时代！---------------------------==如果可以，谁不想用力喝...,365,https://book.douban.com/subject/30247860/
117,海子的诗,15,海子 , 1999-04 , 人民文学出版社 ,8.9,本书收录了已故诗人海子的诗作精华，其诗以独特的风格深受读者的喜爱，从这些诗中反映出诗人那对于一切美好事物的眷恋之情，对于生命的世俗和崇高的激动和关怀。,23543,https://book.douban.com/subject/1011754/
118,孤独六讲,36,蒋勋 , 2009-10-1 , 广西师范大学出版社 ,8.1,美学大师蒋勋以美学家特有的思维和情感切入孤独，从情欲、语言、革命、思维、伦理、暴力六个面向阐释孤独美学，融个人记忆、美学追问、文化反思、社会批判于一体。可以...,43886,https://book.douban.com/subject/4124727/
119,天龙八部,96,"金庸 , 有1996年11月北平第4次印刷本 ", 1994-5 , 生活.读书.新知三联书店 ,9.1,天龙八部乃金笔下的一部长篇小说，与《射雕》，《神雕》等 几部长篇小说一起被称为可读性最高的金庸小说。《天龙》的故事情节曲折，内容丰富，也曾多次被改编为电视作...,75416,https://book.douban.com/subject/1255625/
120,熊镇,45,"[瑞典] 弗雷德里克·巴克曼 , 郭腾坚 ", 2018-12 , 四川文艺出版社 ,8.1,熊镇是一个小镇，它偏远，落寞，冬天很长，雪很多，镇上的人们，懂得沉默和忍耐；熊镇是一个小镇，一座冰球馆，几个家庭，一个酒吧，一片森林，一个男孩和一个女孩，一...,2980,https://book.douban.com/subject/30366534/
121,莫斯科绅士,79,"[美]埃默·托尔斯 , 马韧 ", 2018-6 , 博集天卷 | 湖南文艺出版社 ,8.8,【编辑推荐】◆一个人如果不能掌控自己的命运，就会被命运掌控。◆美国前总统奥巴马、奥斯卡影帝汤姆•汉克斯年度推荐。◆都柏林文学奖入围作品。《泰晤士报》：...,2166,https://book.douban.com/subject/30128204/
122,追忆似水年华,328,"[法] 马塞尔·普鲁斯特 , 李恒基、徐继曾、桂裕芳、袁树仁、潘丽珍、许渊冲、许钧、杨松河、周克希、张小鲁、张寅德、刘方、陆秉慧、徐和瑾、周国强 ", 2012-6 , 译林出版社 ,9.2,普鲁斯特的《追忆似水年华》以回忆的形式对往事作了回顾，有童年的回忆、家庭生活、初恋与失恋、历史事件的观察、以及对艺术的见解和对时空的认识等等。时间是这部小说...,2741,https://book.douban.com/subject/10779650/
123,罗生门,12,"[日]芥川龙之介 , 林少华 ", 2008-7 , 上海译文出版社 ,8.7,芥川龙之介(1892—1927)，日本新思潮派代表作家，创作上既有浪漫主义特点，又具有现实主义倾向。以其名字命名的“芥川奖”成为日本文坛的重要奖项之一。作品...,26920,https://book.douban.com/subject/3136271/
124,一千零一夜,22,纳训 , 2003-01 , 人民文学出版社 ,8.6,"《一千零一夜》又名《天方夜谭》。""天方""是从前中国对阿拉伯的称呼。这本书中的故事，多是阿拉伯地区国家的传说。 公元9世纪时，是阿拉伯帝国的全盛时期，它横跨亚...",26148,https://book.douban.com/subject/1035848/
125,如父如子,49,"[日] 是枝裕和、[日] 佐野晶 , 丹勇 ", 2018-4 , 湖南文艺出版社 ,8.9,当意识到孩 子也在注视着自 己时，那一瞬间，便懂得了什么是如父如子。至今为止都过着一帆风顺的人生的野野宮良多，是大型建筑公司里的精英社员。他和妻子绿结婚多...,7350,https://book.douban.com/subject/27611824/
